index,missing_info_es_noun_adj_gscore,missing_info_es_noun_adj_gmagnitude,improvements_es_noun_adj_gscore,improvements_es_noun_adj_gmagnitude
0,0,0,0.200000002980232,0.200000002980232
1,-0.699999988079071,0.699999988079071,0,0
2,0,0,0.800000011920929,0.800000011920929
3,0,0,0.200000002980232,0.200000002980232
4,0.300000011920929,0.300000011920929,0.5,0.5
5,0,0,0.100000001490116,0.100000001490116
6,-0.100000001490116,0.100000001490116,0.300000011920929,0.300000011920929
7,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929
8,0,0,0.200000002980232,0.200000002980232
9,0.300000011920929,0.300000011920929,0,0
10,0.300000011920929,0.300000011920929,0.200000002980232,0.200000002980232
11,0.5,0.5,0.400000005960465,0.400000005960465
12,0,0,-0.400000005960465,0.400000005960465
22,-0.100000001490116,0.100000001490116,0.100000001490116,0.100000001490116
21,0.200000002980232,0.200000002980232,0.100000001490116,0.100000001490116
20,0.100000001490116,0.100000001490116,0.100000001490116,0.100000001490116
19,0.400000005960465,0.400000005960465,0,0
18,0.300000011920929,0.300000011920929,-0.400000005960465,0.400000005960465
14,-0.100000001490116,0.100000001490116,0.400000005960465,0.400000005960465
16,0.300000011920929,0.300000011920929,-0.300000011920929,0.300000011920929
15,0,0,0.5,0.5
13,0,0,0.400000005960465,0.400000005960465
17,0,0,0.300000011920929,0.300000011920929
28,0.200000002980232,0.200000002980232,-0.400000005960465,0.400000005960465
23,0,0,0.5,0.5
24,0.100000001490116,0.100000001490116,-0.100000001490116,0.100000001490116
25,0.400000005960465,0.400000005960465,0.400000005960465,0.400000005960465
26,0,0,0.100000001490116,0.100000001490116
27,0.600000023841858,0.600000023841858,-0.5,0.5
30,0.400000005960465,0.400000005960465,0.200000002980232,0.200000002980232
31,-0.5,0.5,-0.100000001490116,0.100000001490116
29,0.400000005960465,0.400000005960465,-0.300000011920929,0.300000011920929
32,0.300000011920929,0.300000011920929,0.200000002980232,0.200000002980232
33,0.400000005960465,0.400000005960465,-0.300000011920929,0.300000011920929
34,0,0,0,0
35,0.200000002980232,0.200000002980232,0.5,0.5
36,0.100000001490116,0.100000001490116,0,0
37,0.200000002980232,0.200000002980232,0.100000001490116,0.100000001490116
38,0,0,0.200000002980232,0.200000002980232
39,-0.100000001490116,0.100000001490116,0.400000005960465,0.400000005960465
40,0.100000001490116,0.100000001490116,-0.100000001490116,0.100000001490116
41,0.400000005960465,0.400000005960465,0.400000005960465,0.400000005960465
42,0.200000002980232,0.200000002980232,0,0
43,0.300000011920929,0.300000011920929,0.100000001490116,0.100000001490116
46,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232
48,0,0,0.100000001490116,0.100000001490116
47,0,0,0.200000002980232,0.200000002980232
45,0,0,0.699999988079071,0.699999988079071
44,0,0,0.100000001490116,0.100000001490116
49,0,0,-0.300000011920929,0.300000011920929
50,-0.600000023841858,0.600000023841858,0,0
51,0,0,0.400000005960465,0.400000005960465
52,0.600000023841858,0.600000023841858,0.200000002980232,0.200000002980232
53,0.100000001490116,0.100000001490116,0.100000001490116,0.100000001490116
54,0,0,0.100000001490116,0.100000001490116
55,0.400000005960465,0.400000005960465,0,0
56,0,0,0.400000005960465,0.400000005960465
57,0.800000011920929,0.800000011920929,-0.300000011920929,0.300000011920929
58,-0.600000023841858,0.600000023841858,0,0
66,0,0,0.400000005960465,0.400000005960465
65,0.400000005960465,0.400000005960465,-0.400000005960465,0.400000005960465
67,0,0,0.400000005960465,0.400000005960465
64,-0.600000023841858,0.600000023841858,0.100000001490116,0.100000001490116
62,0.300000011920929,0.300000011920929,0,0
63,0,0,0.699999988079071,0.699999988079071
61,0,0,0,0
60,0.400000005960465,0.400000005960465,0.200000002980232,0.200000002980232
59,0,0,0.400000005960465,0.400000005960465
68,0,0,0,0
69,0,0,0.899999976158142,0.899999976158142
70,-0.600000023841858,0.600000023841858,0.300000011920929,0.300000011920929
71,0.400000005960465,0.400000005960465,0.699999988079071,0.699999988079071
72,0.100000001490116,0.100000001490116,0.300000011920929,0.300000011920929
73,0.899999976158142,0.899999976158142,-0.100000001490116,0.100000001490116
74,0.200000002980232,0.200000002980232,0,0
77,0.400000005960465,0.400000005960465,0.100000001490116,0.100000001490116
78,0,0,0.400000005960465,0.400000005960465
75,0,0,0.400000005960465,0.400000005960465
76,0.400000005960465,0.400000005960465,0.100000001490116,0.100000001490116
79,0,0,0.5,0.5
80,0.100000001490116,0.100000001490116,0.100000001490116,0.100000001490116
81,0.400000005960465,0.400000005960465,0.300000011920929,0.300000011920929
89,0,0,0,0
88,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232
87,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232
86,0.100000001490116,0.100000001490116,0.200000002980232,0.200000002980232
85,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929
83,0,0,0.300000011920929,0.300000011920929
84,0,0,0.200000002980232,0.200000002980232
82,0.100000001490116,0.100000001490116,0.300000011920929,0.300000011920929
104,0.400000005960465,0.400000005960465,0.400000005960465,0.400000005960465
107,0.100000001490116,0.100000001490116,0.5,0.5
105,0,0,0.200000002980232,0.200000002980232
106,0.300000011920929,0.300000011920929,0.100000001490116,0.100000001490116
94,0.300000011920929,0.300000011920929,0.800000011920929,0.800000011920929
109,0,0,0.200000002980232,0.200000002980232
110,0.400000005960465,0.400000005960465,0.400000005960465,0.400000005960465
111,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232
103,0.300000011920929,0.300000011920929,0.400000005960465,0.400000005960465
108,0,0,0.800000011920929,0.800000011920929
102,0.400000005960465,0.400000005960465,0.800000011920929,0.800000011920929
90,0.300000011920929,0.300000011920929,-0.100000001490116,0.100000001490116
100,0.200000002980232,0.200000002980232,0.300000011920929,0.300000011920929
99,0.100000001490116,0.100000001490116,0.400000005960465,0.400000005960465
98,0,0,0.200000002980232,0.200000002980232
97,0.300000011920929,0.300000011920929,0.100000001490116,0.100000001490116
96,0.200000002980232,0.200000002980232,0,0
95,-0.100000001490116,0.100000001490116,-0.100000001490116,0.100000001490116
93,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232
92,-0.300000011920929,0.300000011920929,0.100000001490116,0.100000001490116
91,-0.200000002980232,0.200000002980232,0.100000001490116,0.100000001490116
101,0,0,-0.100000001490116,0.100000001490116
133,-0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929
129,0.200000002980232,0.200000002980232,-0.699999988079071,0.699999988079071
130,0.200000002980232,0.200000002980232,0,0
131,-0.100000001490116,0.100000001490116,0.200000002980232,0.200000002980232
132,0.200000002980232,0.200000002980232,0.400000005960465,0.400000005960465
134,0,0,0.400000005960465,0.400000005960465
128,-0.300000011920929,0.300000011920929,0,0
136,-0.100000001490116,0.100000001490116,0,0
137,-0.100000001490116,0.100000001490116,0,0
135,0.400000005960465,0.400000005960465,0.400000005960465,0.400000005960465
127,-0.400000005960465,0.400000005960465,0,0
112,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232
125,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232
126,0.100000001490116,0.100000001490116,0.300000011920929,0.300000011920929
114,0.300000011920929,0.300000011920929,0.400000005960465,0.400000005960465
115,0.100000001490116,0.100000001490116,0.100000001490116,0.100000001490116
116,0,0,0,0
117,-0.100000001490116,0.100000001490116,0.200000002980232,0.200000002980232
118,0.100000001490116,0.100000001490116,-0.100000001490116,0.100000001490116
113,0,0,0.200000002980232,0.200000002980232
120,0.100000001490116,0.100000001490116,0.200000002980232,0.200000002980232
121,0,0,0.200000002980232,0.200000002980232
122,0,0,0.100000001490116,0.100000001490116
123,0,0,0.600000023841858,0.600000023841858
124,0.300000011920929,0.300000011920929,0,0
119,0.5,0.5,0.100000001490116,0.100000001490116
161,-0.100000001490116,0.100000001490116,0.200000002980232,0.200000002980232
160,-0.100000001490116,0.100000001490116,-0.600000023841858,0.600000023841858
171,0.400000005960465,0.400000005960465,0.5,0.5
167,-0.100000001490116,0.100000001490116,0,0
165,-0.5,0.5,0.400000005960465,0.400000005960465
193,-0.400000005960465,0.400000005960465,0.899999976158142,0.899999976158142
194,0.200000002980232,0.200000002980232,0,0
195,0.300000011920929,0.300000011920929,0,0
192,0.600000023841858,0.600000023841858,0,0
189,0.400000005960465,0.400000005960465,0.899999976158142,0.899999976158142
184,0,0,-0.699999988079071,0.699999988079071
244,0,0,-0.200000002980232,0.200000002980232
238,0.300000011920929,0.300000011920929,0,0
243,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232
227,0,0,0,0
221,0,0,-0.699999988079071,0.699999988079071
222,-0.100000001490116,0.100000001490116,-0.600000023841858,0.600000023841858
269,0,0,0.300000011920929,0.300000011920929
270,0,0,0,0
280,-0.100000001490116,0.100000001490116,0,0
265,-0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232
251,0.300000011920929,0.300000011920929,0.100000001490116,0.100000001490116
246,0.300000011920929,0.300000011920929,0,0
254,0,0,0,0
260,0,0,0,0
261,-0.100000001490116,0.100000001490116,-0.100000001490116,0.100000001490116
253,-0.699999988079071,0.699999988079071,0,0
304,0.5,0.5,0,0
301,0.300000011920929,0.300000011920929,0.100000001490116,0.100000001490116
284,-0.400000005960465,0.400000005960465,0.600000023841858,0.600000023841858
299,0.200000002980232,0.200000002980232,-0.400000005960465,0.400000005960465
285,0,0,0.699999988079071,0.699999988079071
292,0.100000001490116,0.100000001490116,0,0
295,-0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929
332,0.899999976158142,0.899999976158142,0,0
316,0,0,0.200000002980232,0.200000002980232
337,0.400000005960465,0.400000005960465,0,0
361,0.300000011920929,0.300000011920929,0,0
364,-0.300000011920929,0.300000011920929,0,0
367,0,0,0,0
369,0,0,-0.400000005960465,0.400000005960465
354,0.300000011920929,0.300000011920929,-0.600000023841858,0.600000023841858
353,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232
347,0.200000002980232,0.200000002980232,0,0
389,-0.800000011920929,0.800000011920929,0,0
381,0.300000011920929,0.300000011920929,-0.5,0.5
414,0,0,0.899999976158142,0.899999976158142
415,0,0,-0.400000005960465,0.400000005960465
420,0.800000011920929,0.800000011920929,-0.200000002980232,0.200000002980232
410,-0.5,0.5,0,0
396,0.400000005960465,0.400000005960465,-0.300000011920929,0.300000011920929
405,0,0,0.800000011920929,0.800000011920929
446,0.300000011920929,0.300000011920929,0,0
448,0.100000001490116,0.100000001490116,0.5,0.5
461,0.200000002980232,0.200000002980232,-0.200000002980232,0.200000002980232
480,-0.5,0.5,-0.400000005960465,0.400000005960465
488,0,0,-0.200000002980232,0.200000002980232
487,0.300000011920929,0.300000011920929,0,0
508,0.300000011920929,0.300000011920929,0.5,0.5
509,0.300000011920929,0.300000011920929,0.600000023841858,0.600000023841858
510,0.400000005960465,0.400000005960465,0.100000001490116,0.100000001490116
511,0,0,0.300000011920929,0.300000011920929
512,0.100000001490116,0.100000001490116,0.300000011920929,0.300000011920929
513,0,0,-0.899999976158142,0.899999976158142
514,-0.300000011920929,0.300000011920929,-0.400000005960465,0.400000005960465
516,0,0,0,0
517,0.100000001490116,0.100000001490116,0.100000001490116,0.100000001490116
518,0,0,-0.5,0.5
519,0.600000023841858,0.600000023841858,0.200000002980232,0.200000002980232
507,0,0,-0.100000001490116,0.100000001490116
515,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232
506,0.100000001490116,0.100000001490116,0.100000001490116,0.100000001490116
505,-0.400000005960465,0.400000005960465,0.100000001490116,0.100000001490116
521,0.5,0.5,-0.300000011920929,0.300000011920929
560,0.400000005960465,0.400000005960465,-0.600000023841858,0.600000023841858
546,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929
543,0,0,-0.699999988079071,0.699999988079071
551,0.300000011920929,0.300000011920929,0,0
